Numero ^ Tunnus ^ Osasto ^ Vuosi ^ Reikanro ^ Kl100 ^ Yht_X ^ Yht_Y ^ Kkj_X ^ Kkj_y ^ Z ^ Syvyys ^ Kaltevuus ^ Suunta
int ^ char ^ char ^ int ^ char ^ char ^ int ^ int ^ int ^ int ^ real ^ real ^ real ^ real
1197 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 100.00 ^ 71.00 ^ 90.00
1198 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 110.00 ^ 71.00 ^ 90.00
1199 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 120.00 ^ 71.10 ^ 90.00
1200 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 130.00 ^ 71.10 ^ 90.00
1201 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 140.00 ^ 71.20 ^ 90.00
1202 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 150.00 ^ 71.50 ^ 90.00
1203 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 160.00 ^ 71.80 ^ 90.00
1204 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 170.00 ^ 72.00 ^ 90.00
1205 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 180.00 ^ 72.00 ^ 90.00
1206 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 190.00 ^ 72.30 ^ 90.00
1207 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 200.00 ^ 72.30 ^ 90.00
1208 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 210.00 ^ 72.20 ^ 90.00
1209 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 220.00 ^ 72.10 ^ 90.00
1210 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 230.00 ^ 72.00 ^ 90.00
1211 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 240.00 ^ 72.10 ^ 90.00
1212 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 250.00 ^ 72.20 ^ 90.00
1213 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 260.00 ^ 72.70 ^ 90.00
1214 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 270.00 ^ 72.90 ^ 90.00
1215 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 280.00 ^ 73.00 ^ 90.00
1216 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 290.00 ^ 72.90 ^ 90.00
1217 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 300.00 ^ 72.90 ^ 90.00
1218 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 310.00 ^ 73.10 ^ 90.00
1219 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 320.00 ^ 72.90 ^ 90.00
1220 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 330.00 ^ 72.90 ^ 90.00
1221 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 340.00 ^ 73.00 ^ 90.00
1222 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 350.00 ^ 73.20 ^ 90.00
1223 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 360.00 ^ 73.00 ^ 90.00
1224 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 370.00 ^ 73.20 ^ 90.00
1225 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 380.00 ^ 73.10 ^ 90.00
1226 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 390.00 ^ 73.20 ^ 90.00
1227 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 400.00 ^ 73.10 ^ 90.00
1228 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 410.00 ^ 73.30 ^ 90.00
1229 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 420.00 ^ 73.90 ^ 90.00
1230 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 430.00 ^ 73.60 ^ 90.00
1231 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 440.00 ^ 74.20 ^ 90.00
1232 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 450.00 ^ 74.30 ^ 90.00
1233 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 460.00 ^ 74.70 ^ 90.00
1234 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 470.00 ^ 74.80 ^ 90.00
1235 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 480.00 ^ 75.30 ^ 90.00
1236 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 490.00 ^ 75.30 ^ 90.00
1237 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 500.00 ^ 75.30 ^ 90.00
1238 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 510.00 ^ 75.30 ^ 90.00
1239 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 520.00 ^ 75.40 ^ 90.00
1240 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 530.00 ^ 75.40 ^ 90.00
1241 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 540.00 ^ 75.60 ^ 90.00
1242 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 550.00 ^ 75.70 ^ 90.00
1243 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 560.00 ^ 75.70 ^ 90.00
1244 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 570.00 ^ 75.80 ^ 90.00
1245 ^ M371493R679    ^ M ^ 93 ^ 679    ^ 3714 ^ 7512254 ^ 3499007 ^ 7512254 ^ 3499006 ^ 234.13 ^ 969.10 ^ 75.80 ^ 90.00
1246 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 0.00 ^ 70.00 ^ 90.00
1247 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 10.00 ^ 70.40 ^ 90.00
1248 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 20.00 ^ 70.40 ^ 90.00
1249 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 30.00 ^ 70.20 ^ 90.00
1250 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 40.00 ^ 70.20 ^ 90.00
1251 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 50.00 ^ 70.10 ^ 90.00
1252 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 60.00 ^ 70.30 ^ 90.00
1253 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 70.00 ^ 70.30 ^ 90.00
1254 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 80.00 ^ 70.50 ^ 90.00
1255 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 90.00 ^ 70.60 ^ 90.00
1256 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 100.00 ^ 70.90 ^ 90.00
1257 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 110.00 ^ 70.90 ^ 90.00
1258 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 120.00 ^ 70.80 ^ 90.00
1259 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 130.00 ^ 71.00 ^ 90.00
1260 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 140.00 ^ 71.60 ^ 90.00
1261 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 150.00 ^ 72.00 ^ 90.00
1262 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 160.00 ^ 72.00 ^ 90.00
1263 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 170.00 ^ 72.20 ^ 90.00
1264 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 180.00 ^ 72.30 ^ 90.00
1265 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 190.00 ^ 72.60 ^ 90.00
1266 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 200.00 ^ 72.60 ^ 90.00
1267 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 210.00 ^ 73.00 ^ 90.00
1268 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 220.00 ^ 73.00 ^ 90.00
1269 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 230.00 ^ 73.00 ^ 90.00
1270 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 240.00 ^ 72.90 ^ 90.00
1271 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 250.00 ^ 73.30 ^ 90.00
1272 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 260.00 ^ 73.60 ^ 90.00
1273 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 270.00 ^ 73.60 ^ 90.00
1274 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 280.00 ^ 73.10 ^ 90.00
1275 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 290.00 ^ 73.30 ^ 90.00
1276 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 300.00 ^ 73.50 ^ 90.00
1277 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 310.00 ^ 73.20 ^ 90.00
1278 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 320.00 ^ 73.60 ^ 90.00
1279 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 330.00 ^ 73.60 ^ 90.00
1280 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 340.00 ^ 73.80 ^ 90.00
1281 ^ M371493R680    ^ M ^ 93 ^ 680    ^ 3714 ^ 7512255 ^ 3499057 ^ 7512255 ^ 3499056 ^ 234.59 ^ 348.80 ^ 73.80 ^ 90.00
1282 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 0.00 ^ 70.50 ^ 90.00
1283 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 10.00 ^ 70.80 ^ 90.00
1284 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 20.00 ^ 71.00 ^ 90.00
1285 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 30.00 ^ 71.10 ^ 90.00
1286 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 40.00 ^ 71.20 ^ 90.00
1287 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 50.00 ^ 71.60 ^ 90.00
1288 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 60.00 ^ 71.80 ^ 90.00
1289 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 70.00 ^ 72.20 ^ 90.00
1290 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 80.00 ^ 72.50 ^ 90.00
1291 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 90.00 ^ 72.50 ^ 90.00
1292 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 100.00 ^ 72.50 ^ 90.00
1293 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 110.00 ^ 72.80 ^ 90.00
1294 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 120.00 ^ 73.00 ^ 90.00
1295 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 130.00 ^ 72.70 ^ 90.00
1296 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 140.00 ^ 73.00 ^ 90.00
1297 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 150.00 ^ 73.00 ^ 90.00
1298 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 160.00 ^ 73.00 ^ 90.00
1299 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 170.00 ^ 73.00 ^ 90.00
1300 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 180.00 ^ 73.10 ^ 90.00
1301 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 190.00 ^ 73.10 ^ 90.00
1302 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 200.00 ^ 73.40 ^ 90.00
1303 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 210.00 ^ 73.50 ^ 90.00
1304 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 220.00 ^ 73.70 ^ 90.00
1305 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 230.00 ^ 74.00 ^ 90.00
1306 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 240.00 ^ 74.00 ^ 90.00
1307 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 250.00 ^ 74.20 ^ 90.00
1308 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 260.00 ^ 74.30 ^ 90.00
1309 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 270.00 ^ 74.50 ^ 90.00
1310 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 280.00 ^ 74.50 ^ 90.00
1311 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 290.00 ^ 74.40 ^ 90.00
1312 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 300.00 ^ 74.60 ^ 90.00
1313 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 310.00 ^ 74.60 ^ 90.00
1314 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 320.00 ^ 74.40 ^ 90.00
1315 ^ M371493R681    ^ M ^ 93 ^ 681    ^ 3714 ^ 7512503 ^ 3498953 ^ 7512503 ^ 3498952 ^ 234.22 ^ 330.15 ^ 74.40 ^ 90.00
1316 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 0.00 ^ 60.60 ^ 90.00
1317 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 10.00 ^ 60.80 ^ 90.00
1318 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 20.00 ^ 61.00 ^ 90.00
1319 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 30.00 ^ 61.40 ^ 90.00
1320 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 40.00 ^ 61.60 ^ 90.00
1321 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 50.00 ^ 61.60 ^ 90.00
1322 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 60.00 ^ 61.60 ^ 90.00
1323 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 70.00 ^ 61.60 ^ 90.00
1324 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 80.00 ^ 61.60 ^ 90.00
1325 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 90.00 ^ 62.00 ^ 90.00
1326 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 100.00 ^ 61.90 ^ 90.00
1327 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 110.00 ^ 62.00 ^ 90.00
1328 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 120.00 ^ 62.20 ^ 90.00
1329 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 130.00 ^ 62.30 ^ 90.00
1330 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 140.00 ^ 62.50 ^ 90.00
1331 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 150.00 ^ 62.60 ^ 90.00
1332 ^ M371493R682    ^ M ^ 93 ^ 682    ^ 3714 ^ 7512504 ^ 3498867 ^ 7512504 ^ 3498866 ^ 235.75 ^ 151.10 ^ 62.60 ^ 90.00
1333 ^ M371493R683    ^ M ^ 93 ^ 683    ^ 3714 ^ 7512503 ^ 3499004 ^ 7512503 ^ 3499003 ^ 232.78 ^ 0.00 ^ 69.80 ^ 90.00
1334 ^ M371493R683    ^ M ^ 93 ^ 683    ^ 3714 ^ 7512503 ^ 3499004 ^ 7512503 ^ 3499003 ^ 232.78 ^ 10.00 ^ 70.20 ^ 90.00
1335 ^ M371493R683    ^ M ^ 93 ^ 683    ^ 3714 ^ 7512503 ^ 3499004 ^ 7512503 ^ 3499003 ^ 232.78 ^ 20.00 ^ 70.20 ^ 90.00
